,States,Year,Production,Price,id,logproduction
25-1990,WYOMING,1990,1850000,3.4,25,14.4306962
25-1991,WYOMING,1991,2106000,3.42,25,14.56030097
25-1992,WYOMING,1992,2025000,3.35,25,14.52108026
25-1993,WYOMING,1993,1892000,3.07,25,14.45314503
25-1994,WYOMING,1994,1520000,2.99,25,14.23422089
25-1995,WYOMING,1995,1691000,2.98,25,14.34083063
25-1996,WYOMING,1996,2064000,3.33,25,14.54015641
25-1997,WYOMING,1997,1680000,3.32,25,14.33430435
25-1998,WYOMING,1998,1428000,2.63,25,14.17178542
25-1999,WYOMING,1999,1462000,3.03,25,14.19531592
25-2000,WYOMING,2000,1577000,3.08,25,14.27103487
25-2001,WYOMING,2001,1742500,3.32,25,14.37083142
25-2002,WYOMING,2002,936000,3.23,25,13.74937076
25-2003,WYOMING,2003,1395000,3.46,25,14.14840497
25-2004,WYOMING,2004,1410000,3.41,25,14.15910026
25-2005,WYOMING,2005,1395000,3.28,25,14.14840497
25-2006,WYOMING,2006,1211250,3.32,25,14.00716344
25-2007,WYOMING,2007,1126250,3.62,25,13.93440409
25-2008,WYOMING,2008,1380000,5.08,25,14.13759406
25-2009,WYOMING,2009,1344000,5.61,25,14.1111608
25-2010,WYOMING,2010,1215200,3.97,25,14.01041923
25-2011,WYOMING,2011,1299800,4.99,25,14.07772096
25-2012,WYOMING,2012,3070500,6.47,25,14.93735097
25-2013,WYOMING,2013,1210400,6.71,25,14.00646144
25-2014,WYOMING,2014,1455200,5.98,25,14.19065391
25-2015,WYOMING,2015,1634000,5.99,25,14.30654155
25-2016,WYOMING,2016,1968000,5.54,25,14.49252836
25-2017,WYOMING,2017,1606500,4.7,25,14.28956846
